STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,coicop,Classification of individual consumption by purpose (COICOP),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2020-05,,140.8,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2020-06,,140.9,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2020-07,,141.5,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2020-08,,141.3,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2020-09,,140.5,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2020-10,,140.5,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2020-11,,140.8,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2020-12,,141.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2021-01,,141.5,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2021-02,,141.5,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2021-03,,142.5,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2021-04,,142.8,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2021-05,,143.3,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2021-06,,143.6,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2021-07,,143.6,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2021-08,,144.6,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2021-09,,144.3,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2021-10,,145.0,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2021-11,,145.6,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2021-12,,145.9,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2022-01,,146.2,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2022-02,,147.5,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2022-03,,149.8,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2022-04,,150.5,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2022-05,,151.6,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2022-06,,152.9,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2022-07,,153.4,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2022-08,,154.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2022-09,,153.3,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2022-10,,155.2,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2022-11,,155.9,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2022-12,,155.7,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2023-01,,156.4,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2023-02,,158.2,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2023-03,,159.8,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2023-04,,160.9,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2023-05,,160.8,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2023-06,,161.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2023-07,,161.2,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2023-08,,162.9,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2023-09,,162.0,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2023-10,,162.3,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2023-11,,161.9,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2023-12,,162.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2024-01,,161.7,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2024-02,,163.3,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2024-03,,163.7,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2024-04,,164.7,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2024-05,,164.9,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2024-06,,165.2,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2024-07,,165.5,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2024-08,,166.5,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2024-09,,164.3,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2024-10,,164.9,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2024-11,,164.6,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2024-12,,165.0,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2025-01,,164.7,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2025-02,,164.8,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2025-03,,165.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2025-04,,166.2,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2025-05,,165.9,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2025-06,,166.6,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2025-07,,167.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2025-08,,167.9,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2025-09,,166.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,FR,France,2025-10,,166.3,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2015-01,,143.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2015-02,,143.4,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2015-03,,146.4,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2015-04,,147.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2015-05,,147.4,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2015-06,,147.5,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2015-07,,144.7,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2015-08,,144.5,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2015-09,,146.9,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2015-10,,147.5,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2015-11,,146.9,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2015-12,,146.9,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2016-01,,143.6,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2016-02,,143.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2016-03,,146.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2016-04,,146.5,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2016-05,,146.9,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2016-06,,147.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2016-07,,144.5,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2016-08,,144.3,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2016-09,,147.0,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2016-10,,147.3,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2016-11,,147.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2016-12,,147.7,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2017-01,,145.2,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2017-02,,145.4,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2017-03,,148.2,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2017-04,,149.3,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2017-05,,149.2,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2017-06,,149.0,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2017-07,,146.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2017-08,,146.3,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2017-09,,149.0,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2017-10,,148.9,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2017-11,,148.7,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2017-12,,149.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2018-01,,146.9,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2018-02,,146.2,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2018-03,,149.6,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2018-04,,150.2,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2018-05,,150.7,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2018-06,,151.0,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2018-07,,148.9,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2018-08,,148.7,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2018-09,,151.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2018-10,,151.4,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2018-11,,151.0,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2018-12,,150.8,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2019-01,,148.2,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2019-02,,147.8,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2019-03,,151.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2019-04,,151.8,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2019-05,,152.0,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2019-06,,152.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2019-07,,149.3,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2019-08,,149.3,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2019-09,,151.4,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2019-10,,151.7,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2019-11,,151.3,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2019-12,,151.5,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2020-01,,148.8,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2020-02,,148.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2020-03,,151.3,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2020-04,,152.0,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2020-05,,151.6,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2020-06,,151.6,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2020-07,,150.5,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2020-08,,148.6,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2020-09,,149.9,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2020-10,,150.8,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2020-11,,150.8,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2020-12,,151.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2021-01,,149.8,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2021-02,,149.5,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2021-03,,152.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2021-04,,153.4,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2021-05,,153.4,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2021-06,,153.6,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2021-07,,152.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2021-08,,152.3,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2021-09,,154.3,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2021-10,,155.7,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2021-11,,156.7,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2021-12,,157.5,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I96,"Index, 1996=100",CP00,All-items HICP,IT,Italy,2022-01,,157.3,,,,,
